forecast_id,hospital_id,blood_type,total_donated,total_required,deficit,forecast_date,shortage_flag,Fulfillment_Rate,Urgency_Level,coverage_ratio,demand_pressure,risk_score,efficiency_score,scarcity_index,predicted_deficit,urgency_prob,final_risk,final_status
21295,10170,A+,75.0,100,25.0,2026-05-12,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
21296,10171,A+,75.0,100,25.0,2026-05-14,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
21297,10172,A+,85.0,100,15.0,2026-05-17,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
21304,10179,A+,75.0,100,25.0,2026-05-11,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
21305,10180,A+,625.95,963,337.04999999999995,2026-05-12,1,0.65,Moderate Shortage,0.6499999993250261,337.04999999999995,0.3499999996365524,1.8571428516328654,0.3499999996365524,331.46002,0.997771,0.4757976227510182,🔴 Critical
21306,10181,A+,95.0,100,5.0,2026-05-15,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
21307,10182,A+,95.0,100,5.0,2026-05-23,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
21314,10189,A+,75.0,100,25.0,2026-05-14,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
21315,10190,A+,75.0,100,25.0,2026-05-13,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
21316,10191,A+,85.0,100,15.0,2026-05-20,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
21317,10192,A+,75.0,100,25.0,2026-05-13,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
21324,10199,A+,85.0,100,15.0,2026-05-17,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
21325,10200,A+,85.0,100,15.0,2026-05-17,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
21326,10201,A+,95.0,100,5.0,2026-05-21,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
21327,10202,A+,95.0,100,5.0,2026-05-21,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
21334,10209,A+,75.0,100,25.0,2026-05-14,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
21335,10210,A+,75.0,100,25.0,2026-05-11,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
21336,10211,A+,75.0,100,25.0,2026-05-11,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
21337,10212,A+,85.0,100,15.0,2026-05-24,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
21344,10219,A+,75.0,100,25.0,2026-05-11,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
21345,10220,A+,75.0,100,25.0,2026-05-12,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
21346,10221,A+,95.0,100,5.0,2026-05-24,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
21347,10222,A+,766.35,1179,412.65,2026-05-14,1,0.65,Moderate Shortage,0.6499999994486853,412.65,0.3499999997031382,1.8571428526423295,0.3499999997031382,409.1474,0.997771,0.47721458835679154,🔴 Critical
21354,10229,A+,75.0,100,25.0,2026-05-13,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
21355,10230,A+,85.0,100,15.0,2026-05-22,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
21356,10231,A+,95.0,100,5.0,2026-05-23,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
21357,10232,A+,75.0,100,25.0,2026-05-14,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
21364,10239,A+,75.0,100,25.0,2026-05-11,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
21365,10240,A+,95.0,100,5.0,2026-05-20,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
21366,10241,A+,85.0,100,15.0,2026-05-22,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
21367,10242,A+,95.0,100,5.0,2026-05-22,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
21374,10249,A+,95.0,100,5.0,2026-05-17,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
21375,10250,A+,75.0,100,25.0,2026-05-13,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
21376,10251,A+,75.0,100,25.0,2026-05-12,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
21377,10252,A+,85.0,100,15.0,2026-05-21,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
21384,10259,A+,95.0,100,5.0,2026-05-22,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
21385,10260,A+,75.0,100,25.0,2026-05-14,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
21386,10261,A+,95.0,100,5.0,2026-05-16,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
21387,10262,A+,95.0,100,5.0,2026-05-24,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
21394,10269,A+,75.0,100,25.0,2026-05-11,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
21395,10270,A+,95.0,100,5.0,2026-05-23,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
21396,10271,A+,85.0,100,15.0,2026-05-21,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
21397,10272,A+,95.0,100,5.0,2026-05-17,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
21404,10279,A+,75.0,100,25.0,2026-05-11,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
21405,10280,A+,642.2,988,345.79999999999995,2026-05-14,1,0.65,Moderate Shortage,0.6499999993421053,345.79999999999995,0.34999999964574896,1.8571428517722883,0.34999999964574896,345.86545,0.997771,0.4787331211730671,🔴 Critical
21406,10281,A+,85.0,100,15.0,2026-05-21,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
21407,10282,A+,711.75,1095,383.25,2026-05-11,1,0.65,Moderate Shortage,0.6499999994063926,383.25,0.34999999968036527,1.8571428522970832,0.34999999968036527,383.30246,0.997771,0.4787239539528534,🔴 Critical
21414,10289,A+,75.0,100,25.0,2026-05-14,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
21415,10290,A+,700.05,1077,376.95000000000005,2026-05-13,1,0.6499999999999999,Moderate Shortage,0.6499999993964716,376.95000000000005,0.3499999996750232,1.857142852216095,0.3499999996750232,377.01154,0.997771,0.4787285678200901,🔴 Critical
21416,10291,A+,85.0,100,15.0,2026-05-18,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
21417,10292,A+,75.0,100,25.0,2026-05-14,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
21424,10299,A+,538.85,829,290.15,2026-05-14,1,0.65,Moderate Shortage,0.6499999992159228,290.15,0.34999999957780453,1.8571428507422272,0.34999999957780453,285.95438,0.997771,0.4761694666259132,🔴 Critical
21425,10300,A+,521.3,802,280.70000000000005,2026-05-14,1,0.6499999999999999,Moderate Shortage,0.6499999991895261,280.70000000000005,0.34999999956359107,1.857142850526744,0.34999999956359107,280.6948,0.997771,0.47869675382866483,🔴 Critical
21426,10301,A+,596.05,917,320.95000000000005,2026-05-13,1,0.6499999999999999,Moderate Shortage,0.6499999992911668,320.95000000000005,0.3499999996183207,1.8571428513564636,0.3499999996183207,320.9499,0.997771,0.47869993979101355,🔴 Critical
21427,10302,A+,653.25,1005,351.75,2026-05-13,1,0.65,Moderate Shortage,0.6499999993532338,351.75,0.3499999996517413,1.8571428518631334,0.3499999996517413,345.86545,0.997771,0.47577236191238914,🔴 Critical
21434,10309,A+,672.75,1035,362.25,2026-05-14,1,0.65,Moderate Shortage,0.6499999993719806,362.25,0.3499999996618357,1.8571428520161688,0.3499999996618357,362.1799,0.997771,0.4786661355377365,🔴 Critical
21435,10310,A+,747.5,1150,402.5,2026-05-13,1,0.65,Moderate Shortage,0.6499999994347826,402.5,0.34999999969565215,1.8571428525288376,0.34999999969565215,402.50107,0.997771,0.47870046415444933,🔴 Critical
21436,10311,A+,702.0,1080,378.0,2026-05-13,1,0.65,Moderate Shortage,0.6499999993981481,378.0,0.3499999996759259,1.8571428522297808,0.3499999996759259,377.91348,0.997771,0.47865994541948875,🔴 Critical
21437,10312,A+,85.0,100,15.0,2026-05-20,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
21444,10319,A+,85.0,100,15.0,2026-05-20,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
21445,10320,A+,635.7,978,342.29999999999995,2026-05-12,1,0.65,Moderate Shortage,0.6499999993353783,342.29999999999995,0.34999999964212675,1.8571428517173745,0.34999999964212675,342.24924,0.997771,0.4786740472906946,🔴 Critical
21446,10321,A+,85.0,100,15.0,2026-05-17,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
21447,10322,A+,85.0,100,15.0,2026-05-18,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
21454,10329,A+,85.0,100,15.0,2026-05-21,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
21455,10330,A+,85.0,100,15.0,2026-05-17,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
21456,10331,A+,85.0,100,15.0,2026-05-16,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
21457,10332,A+,85.0,100,15.0,2026-05-17,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
21464,10339,A+,85.0,100,15.0,2026-05-21,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
21465,10340,A+,95.0,100,5.0,2026-05-20,0,0.95,Safe,0.9499999905000002,5.0,0.0499999995,18.99999620000076,0.0499999995,5.0001254,0.9984309,0.2381006266408568,🟢 Stable
21466,10341,A+,85.0,100,15.0,2026-05-23,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
21467,10342,A+,85.0,100,15.0,2026-05-18,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
21474,10349,A+,85.0,100,15.0,2026-05-16,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
21475,10350,A+,85.0,100,15.0,2026-05-19,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
21476,10351,A+,85.0,100,15.0,2026-05-24,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
21477,10352,A+,85.0,100,15.0,2026-05-21,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
21484,10359,A+,85.0,100,15.0,2026-05-18,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
21485,10360,A+,531.05,817,285.95000000000005,2026-05-11,1,0.6499999999999999,Moderate Shortage,0.6499999992044063,285.95000000000005,0.3499999995716035,1.8571428506482148,0.3499999995716035,285.95438,0.997771,0.478702677882924,🔴 Critical
21486,10361,A+,85.0,100,15.0,2026-05-23,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
21487,10362,A+,85.0,100,15.0,2026-05-22,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
21494,10369,A+,85.0,100,15.0,2026-05-22,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
21495,10370,A+,85.0,100,15.0,2026-05-17,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
21496,10371,A+,85.0,100,15.0,2026-05-21,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
21497,10372,A+,633.75,975,341.25,2026-05-12,1,0.65,Moderate Shortage,0.6499999993333333,341.25,0.3499999996410256,1.8571428517006803,0.3499999996410256,341.24423,0.997771,0.4786970418552514,🔴 Critical
22883,10102,B+,662.35,1019,356.65,2026-05-11,1,0.65,Moderate Shortage,0.6499999993621197,356.65,0.349999999656526,1.8571428519356714,0.349999999656526,356.64944,0.997771,0.4786997271933654,🔴 Critical
22884,10103,B+,85.0,100,15.0,2026-05-18,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
22885,10104,B+,85.0,100,15.0,2026-05-15,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
22892,10111,B+,85.0,100,15.0,2026-05-17,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
22893,10112,B+,85.0,100,15.0,2026-05-15,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
22894,10113,B+,767.65,1181,413.35,2026-05-14,1,0.65,Moderate Shortage,0.6499999994496188,413.35,0.349999999703641,1.8571428526499507,0.349999999703641,409.1474,0.997771,0.47692074485431935,🔴 Critical
22895,10114,B+,85.0,100,15.0,2026-05-15,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
22902,10121,B+,85.0,100,15.0,2026-05-24,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
22903,10122,B+,85.0,100,15.0,2026-05-16,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
22904,10123,B+,85.0,100,15.0,2026-05-18,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
22905,10124,B+,85.0,100,15.0,2026-05-16,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
22912,10131,B+,85.0,100,15.0,2026-05-19,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
22913,10132,B+,85.0,100,15.0,2026-05-22,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
22914,10133,B+,85.0,100,15.0,2026-05-22,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
22915,10134,B+,85.0,100,15.0,2026-05-22,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
22922,10141,B+,85.0,100,15.0,2026-05-22,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
22923,10142,B+,85.0,100,15.0,2026-05-23,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
22924,10143,B+,604.5,930,325.5,2026-05-14,1,0.65,Moderate Shortage,0.6499999993010753,325.5,0.3499999996236559,1.8571428514373491,0.3499999996236559,325.43988,0.997771,0.4786676773178271,🔴 Critical
22925,10144,B+,85.0,100,15.0,2026-05-16,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
22932,10151,B+,85.0,100,15.0,2026-05-15,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
22933,10152,B+,85.0,100,15.0,2026-05-19,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
22934,10153,B+,85.0,100,15.0,2026-05-16,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
22935,10154,B+,75.0,100,25.0,2026-05-13,0,0.75,Moderate Shortage,0.7499999925,25.0,0.24999999750000004,2.9999998800000047,0.24999999750000004,25.000004,0.997771,0.39850001707348615,🟡 Warning
22942,10161,B+,85.0,100,15.0,2026-05-18,0,0.85,Safe,0.8499999915,15.0,0.1499999985,5.666666288888915,0.1499999985,15.000062,0.9984309,0.3183003087441498,🟢 Stable
